"name","substanceId","casNo","ecNo","pubchem_cid","pubchem"
"sh-polypeptide-80","91815",,,,
"sh-polypeptide-81","92131",,,,
"sh-polypeptide-82","92235",,,,
"sh-polypeptide-85","93634",,,,
"sh-polypeptide-86","93713",,,,
"sh-polypeptide-89","94024",,,,
"sh-polypeptide-90","94025",,,,
"sh-polypeptide-91","94026",,,,
"sh-polypeptide-92","94027",,,,
"sh-polypeptide-93","94270",,,,
"sh-polypeptide-94","94273",,,,
"sh-polypeptide-95","94274",,,,
"sh-polypeptide-97","94467",,,,
"sh-polypeptide-98","94952",,,,
"sh-polypeptide-98 hexapeptide-40","94953",,,,
"sh-polypeptide-99","95304",,,,
"shrimp extract","58514","97766-35-3","307-897-0",,
"sh-spinorphin sp","97109","137201-62-8",,,
"sh-tetrapeptide-1","93051",,,,
"sh-tetrapeptide-2","93709",,,,
"sh-tetrapeptide-38 trifluoroacetate","92242",,,,
"sh-tetrapeptide-39","90643",,,,
"sh-tetrapeptide-39 acetate","93478",,,,
"sh-tripeptide-1","91671",,,,
"sh-tripeptide-2","91672",,,,
"sh-tripeptide-3","91673",,,,
"sh-tripeptide-4","91674",,,,
"sh-tripeptide-5","92170",,,,
"sialyllactose","58515","35890-38-1",,,
"sida cordifolia extract","58516","92457-39-1","296-322-6",,
"sida cordifolia root extract","82565","92457-39-1","296-322-6",,
"sida cordifolia root powder","82577","92457-39-1","296-322-6",,
"sida rhombifolia extract","83735","-","-",,
"sideritis syriaca extract","58517",,,,
"sigesbeckia glabrescens extract","85570","-","-",,
"silanetriol arginate","78841","190270-68-9",,,
"silanetriol glutamate","78842","190270-72-5",,,
"silanetriol lysinate","78843","190270-74-7",,,
"silanetriol trehalose ether","78844","190270-70-3",,,
"silene acaulis callus culture extract","95685",,,,
"silene colorata extract","91378",,,,
"silene seoulensis extract","97595",,,,
"silene uniflora extract","85340","-","-",,
"silene uniflora flower/leaf extract","90381",,,,
"silene uralensis callus culture extract","95686",,,,
"silene velutina extract","92205",,,,
"silica caprylyl silylate","93250","92797-60-9",,,
"silica cetyl silylate","93252","199876-45-4",,,
"silica mercaptopropyl silylate","98182",,,,
"silica methacryloyloxypropyl silylate","95081","100402-78-6",,,
"silicon","96140","7440-21-3","231-130-8 (I)",,
"silicon carbide","58519","409-21-2","206-991-8",,
"silicone quaternium-1","78848",,,,
"silicone quaternium-10","58520",,,,
"silicone quaternium-11","37687","226992-88-7",,,
"silicone quaternium-12","37688","142657-60-1",,,
"silicone quaternium-15","58521",,,,
"silicone quaternium-19","83002","-","-",,
"silicone quaternium-2","78851",,,,
"silicone quaternium-20","83143","-","-",,
"silicone quaternium-21","83152","-","-",,
"silicone quaternium-24","86958","-","-",,
"silicone quaternium-25","87098","385435-88-1","-",,
"silicone quaternium-26","91630",,,,
"silicone quaternium-27","93238",,,,
"silicone quaternium-28","96527",,,,
"silicone quaternium-29","97328",,,,
"silicone quaternium-30","97467",,,,
"silicone quaternium-4","78938",,,,
"silicone quaternium-5","78939",,,,
"silicone quaternium-6","78940",,,,
"silicone quaternium-7","78941",,,,
"silicone quaternium-9","78943",,,,
"silkworm chrysalis extract","58603","91079-16-2","293-402-2",,
"silkworm chrysalis oil","58604","91079-16-2","293-402-2",,
"silkworm cocoon extract","58605","91079-16-2","293-402-2",,
"silkworm extract","92511","91079-16-2","293-402-2",,
"silkworm frass","90329",,,,
"silkworm lipids","92557",,,,
"silkworm rh-oligopeptide-2","94293",,,,
"silkworm rh-polypeptide-47","94297",,,,
"silkworm rh-polypeptide-69","93865",,,,
"silkworm r-sleeping chironomid polypeptide-1/r-sleeping chironomid polypeptide-2","98072",,,,
"silkworm sh-oligopeptide-1","94295",,,,
"silkworm sh-oligopeptide-2","94296",,,,
"silkworm sh-polypeptide-47","96279",,,,
"silkworm sh-polypeptide-69","96695",,,,
"sillimanite","86989","12141-45-6","-",,
"siloxanetriol phytate","37701","190454-04-7",,,
"silt","58606","-","-",,
"silver/titanium carbide","95087",,,,
"silver acetylmethionate","37702","105883-46-3",,,
"silver benzoate","91793","532-31-0","208-533-2",,
"silver bicarbonate","86788","534-16-7","208-590-3",,
"silver borosilicate","78948",,,,
"silver carboxymethylalaninate","93669","1632046-27-5",,,
"silver carp extract","86570","-","-",,
"silver copper zeolite","58608","130328-19-7",,,
"silver hydroxide","95028","12673-77-7",,,
"silver lactate","87218","15768-18-0","239-859-3",,
"silver magnesium aluminum phosphate","78950",,,,
"silver methylmercaptopyrimidine","97485",,,,
"silver nitrate","37706","7761-88-8","231-853-9",,
"silver salicylate","92013","19025-97-9",,,
"silver sulfate","37707","10294-26-5","233-653-7",,
"silybin","83025","22888-70-6","245-302-5",,
"silybin maltoside","86969","196601-98-6","-",,
"silybum marianum callus extract","95568","84604-20-6","283-298-7",,
"silybum marianum ethyl ester","58610",,,,
"silybum marianum extract","37708","84604-20-6","283-298-7",,
"silybum marianum fruit extract","37709","84604-20-6","283-298-7",,
"silybum marianum powder","94561","84604-20-6",,,
"silybum marianum seed extract","58611","84604-20-6","283-298-7",,
"simaruba amara extract","82592","85187-06-0","286-093-0",,
"simethicone","78955","8050-81-5",,,
"simmondsia chinensis leaf extract","58614","90045-98-0","289-964-3",,
"simmondsia chinensis meal extract","93423",,,,
"simmondsia chinensis seedcake extract","90756",,,,
"simmondsia chinensis seed cera","58615","90045-98-0","289-964-3",,
"simmondsia chinensis seed powder","58618","90045-98-0","289-964-3",,
"simmondsia chinensis seed wax","92419","61789-91-1",,,
"sinapis arvensis flower extract","88323","84929-24-8","284-509-5",,
"sinapyl acetate hydroxyphenethylamide","91739",,,,
"sine adipe colostrum","78956",,,,
"sinomenium acutum branch/leaf extract","96815",,,,
"sinorhizobium meliloti ferment filtrate","87402","-","-",,
"siparuna guianensis leaf oil","93824",,,,
"siphonostegia chinensis extract","82497","-","-",,
"siraitia grosvenorii fruit powder","90930",,,,
"sisymbrium irio seed oil","58619","92202-26-1","296-059-7",,
"sisymbrium officinale extract","84029","84775-99-5","283-923-3",,
"skatole","41105","83-34-1","201-471-7",,
"skeletonema costatum extract","58620",,,,
"skin lipids","92486","91053-62-2","293-329-6",,
"s-lactoylglutathione","58621","54398-03-7","-",,
"smallanthus sonchifolius leaf extract","83161","-","-",,
"s-melittin","95707",,,,
"s-methanocaldococcus jannaschii heptapeptide-1","94098",,,,
"smilacina japonica extract","86892","-","-",,
"smilax china bark extract","82930","90131-09-2","290-319-3",,
"smilax china extract","82929","90131-09-2","290-319-3",,
"smilax china fruit extract","82928","90131-09-2","290-319-3",,
"smilax glabra root extract","58623",,,,
"smilax lancefolia root/stalk powder","93804",,,,
"smilax medica root extract","58625","84696-49-1","283-654-1",,
"smilax utilis root extract","58701","84961-59-1","284-648-1",,
"smithsonite","58702","3486-35-9 / 14476-25-6","222-477-6",,
"s-mu-conotoxin cniiic","91323","936616-33-0",,,
"s-mu-conotoxin cniiic acetate","97170",,,,
"s-mussel hexapeptide-1 sp","97122",,,,
"s-mussel oligopeptide-1","95309",,,,
"s-mussel oligopeptide-2","94820",,,,
"s-mussel polypeptide-1","95310",,,,
"snail egg extract","89448",,,,
"snail extract","90909",,,,
"snake oil","96579",,,,
"s-octopus hexapeptide-1 sp","97655",,,,
"s-octopus pentapeptide-1 sp","97654",,,,
"sodalite powder","91601","1302-90-5",,,
"sodium/mea laureth-2 sulfosuccinate","80238",,,,
"sodium/mea-peg-3 cocamide sulfate","59734",,,,
"sodium/tea c12-13 pareth-3 sulfate","59735",,,,
"sodium/tea-lauroyl collagen amino acids","80239",,,,
"sodium/tea-lauroyl hydrolyzed collagen","80240","68920-59-2","-",,
"sodium/tea-lauroyl hydrolyzed keratin","80241",,,,
"sodium/tea-lauroyl keratin amino acids","80242",,,,
"sodium/tea-undecylenoyl alginate","38127","224580-93-2",,,
"sodium/tea-undecylenoyl carrageenan","38128","224580-91-0",,,
"sodium/tea-undecylenoyl collagen amino acids","78518",,,,
"sodium/tea-undecylenoyl hydrolyzed collagen","78519",,,,
"sodium/tea-undecylenoyl hydrolyzed corn protein","78520","222400-08-0",,,
"sodium/tea-undecylenoyl hydrolyzed soy protein","78521","222400-11-5",,,
"sodium/tea-undecylenoyl hydrolyzed wheat protein","78522","222400-10-4",,,
"sodium 3-mercaptopropane sulfonate","98612","17636-10-1","241-620-3",,
"sodium 5-nitroguaiacolate","85066","67233-85-6","-",,
"sodium acetyl cysteinate","58705","19542-74-6","243-143-6",,
"sodium acetyl ethylcarboxyl methylthiazolidine carboxylate","92146",,,,
"sodium acrylate/acrolein copolymer","92503",,,,
"sodium acrylate/acrylonitrogens copolymer","58710","-","-",,
"sodium acrylate/hydroxyethyl acrylamide copolymer","86302","-","-",,
"sodium acrylate/vinylacetamide copolymer","87192","75895-65-7","-",,
"sodium acrylates/beheneth-25 methacrylate crosspolymer","88914",,,,
"sodium acrylates/ethylhexyl acrylate copolymer","58712",,,,
"sodium acrylates/methacryloylethyl phosphate copolymer","91688","1427037-93-1",,,
"sodium acrylates/vinyl isodecanoate crosspolymer","37724",,,,
"sodium acrylates crosspolymer-2","87403","-","-",,
"sodium acrylic acid/ma copolymer","58713","52255-49-9",,,
"sodium acryloyl dimethyl taurate/peg-8 diacrylate crosspolymer","85987","-","-",,
"sodium acryloyldimethyltaurate crosspolymer","96155",,,,
"sodium alginate sulfate","58716","9010-06-4",,,
"sodium algin sulfate","58715","9010-06-4",,,
"sodium alum","79034","10102-71-3 / 10024-42-7","233-277-3 / -",,
"sodium aluminate","79035","1302-42-7","215-100-1",,
"sodium aluminum chlorohydroxy lactate","79036","97660-24-7 / 8038-93-5","307-534-6 / -",,
"sodium aluminum lactate","37728","68953-69-5","273-223-6",,
"sodium arganamphoacetate","86264","-","-",,
"sodium arganate","90533",,,,
"sodium ascorbyl/cholesteryl phosphate","37730","185018-43-3",,,
"sodium ascorbyl glucoside","90321",,,,
"sodium ascorbyl maltoside","96999",,,,
"sodium aspartate","79040","17090-93-6 / 3792-50-5","241-155-6 / 223-264-0",,
"sodium astrocaryum murumuruate","58720",,,,
"sodium avocadoate","83841","-","-",,
"sodium babassuamphoacetate","58722","515861-22-0","-",,
"sodium babassuate","37732","226993-74-4","-",,
"sodium babassu sulfate","58721",,,,
"sodium bis-(laurylglucosides hydroxypropyl) citrate","98477",,,,
"sodium bischlorophenyl sulfamine","79046","58727-01-8","-",,
"sodium bisglycol ricinosulfosuccinate","37738",,,,
"sodium bis-hydroxyethylglycinate lauryl-glucosides crosspolymer","86399","-","-",,
"sodium bisulfate","37739","7681-38-1","231-665-7",,
"sodium borageamidopropyl pg-dimonium chloride phosphate","37741","226995-97-7",,,
"sodium borohydride","94226","16940-66-2","241-004-4 (I)",,
"sodium butoxyethoxy acetate","37744","67990-17-4","268-040-3",,
"sodium butoxynol-12 sulfate","79054",,,,
"sodium butyl ester of pvm/ma copolymer","58726",,,,
"sodium butylglucosides hydroxypropyl phosphate","58727",,,,
"sodium butylparaben","37746","36457-20-2","253-049-7",,
"sodium butyroyl/formoyl chondroitin sulfate","86416","1000370-84-2","-",,
"sodium butyroyl/formoyl hyaluronate","86415","100201-66-0","-",,
"sodium butyroyl hyaluronate","85986","942471-70-7","-",,
"sodium c10-13 alkyl benzenesulfonate","91619","68411-30-3","270-115-0",,
"sodium c10-15 pareth sulfate","79056",,,,
"sodium c10-16 alkyl sulfate","58728",,,,
"sodium c10-16 pareth-2 sulfate","58729","68585-34-2",,,
"sodium c11-15 alkyl sulfate","58730",,,,
"sodium c11-15 pareth-7 carboxylate","79148","68603-23-6",,,
"sodium c12-13 alkyl sulfate","37750","91783-23-2","295-101-1",,
"sodium c12-13 pareth-12 carboxylate","79151","68908-98-5",,,
"sodium c12-13 pareth-2 phosphate","58790",,,,
"sodium c12-13 pareth-5 carboxylate","79152","68908-98-5",,,
"sodium c12-13 pareth-8 carboxylate","79153","68908-98-5",,,
"sodium c12-14 pareth-3 sulfate","58791",,,,
"sodium c12-14 sec-pareth-3 sulfate","58792","125736-54-1","-",,
"sodium c12-14 sec-pareth-8 carboxylate","58793",,,,
"sodium c12-15 alkoxypropyl iminodipropionate","79155",,,,
"sodium c12-15 alkyl sulfate","79156","68890-70-0","272-575-8",,
"sodium c12-15 pareth-12 carboxylate","88232","-","-",,
"sodium c12-15 pareth-3 sulfate","58794",,,,
"sodium c12-15 pareth-3 sulfonate","79159",,,,
"sodium c12-15 pareth-6 carboxylate","79160","70632-06-3",,,
"sodium c12-15 pareth-7 carboxylate","79161","70632-06-3",,,
"sodium c12-15 pareth-7 sulfonate","79162",,,,
"sodium c12-15 pareth-8 carboxylate","79163","70632-06-3",,,
"sodium c12-18 alkyl sulfate","37765","68955-19-1","273-257-1",,
"sodium c13-15 pareth-3 sulfate","58795",,,,
"sodium c13-15 pareth-8 butyl phosphate","79165",,,,
"sodium c13-15 pareth-8 phosphate","79166",,,,
"sodium c13-17 alkane sulfonate","37768","93763-92-9","297-913-1",,
"sodium c14-15 hydroxy alkanoyl/isoalkanoyl glycinate","96386","2144776-22-5",,,
"sodium c14-15 pareth-8 carboxylate","79168","119147-76-1",,,
"sodium c14-15 pareth-pg sulfonate","37770",,,,
"sodium c14-18 alkane sulfonate","37773","85409-29-6","287-097-5",,
"sodium c16-18 olefin sulfonate","37775","91722-28-0","294-430-8",,
"sodium c16-20 alkyl sulfate","37776","91648-55-4","293-917-2",,
"sodium c16 olefin sulfonate","98608","93686-15-8","297-664-9",,
"sodium c4-12 olefin/maleic acid copolymer","79176",,,,
"sodium c8-10 alkyl sulfate","79177","85338-42-7","286-718-7",,
"sodium c8-16 isoalkylsuccinyl soy sulfonate","58796",,,,
"sodium c8-16 isoalkylsuccinyl wheat sulfonate","58797",,,,
"sodium c9-11 pareth-6 carboxylate","79179","174125-28-1",,,
"sodium c9-15 pareth-3 sulfate","58798",,,,
"sodium c9-22 alkyl sec sulfonate","37781","68188-18-1","269-144-1",,
"sodium calcium boron phosphate","86149","-","-",,
"sodium calcium copper phosphate","86147","-","-",,
"sodium calcium silver phosphate","85443","-","-",,
"sodium calcium zinc phosphate","86148","-","-",,
"sodium camellia japonica seedate","92311",,,,
"sodium caprate","58876","1002-62-6","213-688-4",,
"sodium caproamphoacetate","79254","14350-94-8","238-303-7",,
"sodium caproamphohydroxypropylsulfonate","79255","-","-",,
"sodium caproamphopropionate","79256","-","-",,
"sodium caprooyl hyaluronate","87149","-","-",,
"sodium caproylethylformyl benzenesulfonate","85724","720697-37-0","-",,
"sodium caproyl prolinate","89497","1364318-34-2",,,
"sodium caprylate","37786","1984-06-1","217-850-5",,
"sodium capryleth-2 carboxylate","84208","126646-15-9","-",,
"sodium capryleth-9 carboxylate","79259","126646-15-9","-",,
"sodium capryloamphoacetate","79260","-","-",,
"sodium capryloamphohydroxypropylsulfonate","79261","68610-39-9","271-863-0",,
"sodium capryloamphopropionate","79262","68877-55-4","272-563-2",,
"sodium capryloyl glutamate","58878",,,,
"sodium capryloyl hydrolyzed wheat protein","58879",,,,
"sodium caprylyl pg-sulfonate","58880","51946-14-6",,,
"sodium caprylyl sulfate","88003","-","-",,
"sodium caprylyl sulfonate","79263","5324-84-5","226-195-4",,
"sodium carboxydecyl peg-8 dimethicone","58881",,,,
"sodium carboxyethyl tallow polypropylamine","79267",,,,
"sodium carboxymethyl beta-glucan","84994","9050-93-5",,,
"sodium carboxymethyl c10-16 alkyl glucoside","58882","383178-66-3",,,
"sodium carboxymethyl chitin","79269",,,,
"sodium carboxymethyl chitosan lauramide","90980",,,,
"sodium carboxymethyl cocopolypropylamine","79270",,,,
"sodium carboxymethyl dextran","79271","39422-83-8",,,
"sodium carboxymethyl dextran acetate sulfate","94837",,,,
"sodium carboxymethyl dextran sulfate","94836",,,,
"sodium carboxymethyl euglena gracilis extract","86546","-","-",,
"sodium carboxymethyl hyaluronate","94011",,,,
"sodium carboxymethyl inulin","86270","430439-54-6","-",,
"sodium carboxymethyl oleyl polypropylamine","79272",,,,
"sodium carboxymethyl tallow polypropylamine","79274",,,,
"sodium cellulose sulfate","37807","9005-22-5","-",,
"sodium ceteareth-13 carboxylate","58883",,,,
"sodium ceteth-13 carboxylate","79280","33939-65-0",,,
"sodium ceteth-4 phosphate","58884",,,,
"sodium chitosan caprylamide hydroxypropylsulfonate","91510",,,,
"sodium chitosan cocamide hydroxypropylsulfonate","91310",,,,
"sodium chitosan isostearamide hydroxypropylsulfonate","92001",,,,
"sodium chitosan lauramide hydroxypropylsulfonate","91308",,,,
"sodium chitosan methylene phosphonate","37811","181314-61-4",,,
"sodium chitosan rice branamide hydroxypropylsulfonate","93349",,,,
"sodium chitosan stearamide hydroxypropylsulfonate","91523",,,,
"sodium chlorite","58885","7758-19-2","231-836-6",,
"sodium chlorophyllin-zinc complex","90991","152695-46-0",,,
"sodium cholate","91603","361-09-1",,,
"sodium cholesteryl sulfate","37814","2864-50-8",,,
"sodium cinnamate","94747","538-42-1","208-691-2",,
"sodium citronellate","58886","757245-27-5",,,
"sodium cocaminopropionate","79288","68608-68-4 / 8033-69-0 / 12676-68-4","271-795-1",,
"sodium coceth-30 sulfate","58888","68891-38-3",,,
"sodium coco/babassu sulfate","58953",,,,
"sodium coco/hydrogenated tallow sulfate","79365",,,,
"sodium cocoabutteramphoacetate","58955",,,,
"sodium cocoa butterate","86376","-","-",,
"sodium cocoamphohydroxypropylsulfonate","79367","85736-96-5","288-508-0",,
"sodium cocoglucosides hydroxypropyl phosphate","58956",,,,
"sodium cocoglucosides hydroxypropylsulfonate","58957",,,,
"sodium coco-glucoside tartrate","37825","-","-",,
"sodium cocoiminodiacetate","82284","91671-56-6","293-956-5",,
"sodium cocomonoglyceride sulfate","37827","61789-04-6","263-026-3",,
"sodium cocomonoglyceride sulfonate","37828",,,,
"sodium coco pg-dimonium chloride phosphate","37819","223707-61-7",,,
"sodium coco sulfoacetate","83187","-","-",,
"sodium cocoyl/hydrogenated tallow glutamate","58968",,,,
"sodium cocoyl barley amino acids","89084",,,,
"sodium cocoyl glutaminate","83497","-","-",,
"sodium cocoyl hydrolyzed collagen","79378","68188-38-5",,,
"sodium cocoyl hydrolyzed keratin","79379",,,,
"sodium cocoyl hydrolyzed oat protein","58960",,,,
"sodium cocoyl hydrolyzed pea protein","96288","2185810-13-1",,,
"sodium cocoyl hydrolyzed rice protein","79380","-","-",,
"sodium cocoyl hydrolyzed royal jelly","94522",,,,
"sodium cocoyl hydrolyzed silk","58961",,,,
"sodium cocoyl hydrolyzed sweet almond protein","58962","-","-",,
"sodium cocoyl hydrolyzed wheat protein glutamate","58963",,,,
"sodium cocoyl hydroxyethyl beta-alaninate","93487",,,,
"sodium cocoyl lactylate","37839","-","-",,
"sodium cocoyl methylaminopropionate","58965","79121-83-8",,,
"sodium cocoyl methyl beta-alanine","85137","-","-",,
"sodium cocoyl methyl isethionate","97351",,,,
